,Date,Item,Issue,Nb_affected_models,Category,Published by,Audience,Recall type,Recall class,Year,Month,Recall Category
234,2022-10-26,Vitros Chemistry Products Calibrator Kit 9,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
235,2022-10-26,Sonicaid Freedom Wireless Fetal Monitoring System,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
236,2022-10-26,EVUSHELD (tixagevimab and cilgavimab for injection) - Risk of Prophylaxis or Treatment Failure due to Antiviral Resistance ,Important Safety Information,8.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,October,Health product
237,2022-10-24,POTASSIUM CHLORIDE IN LACTATED RINGER'S INJECTION: Affected lot is labelled with the incorrect strength and ingredient,Labelling And Packaging,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,October,Health product
238,2022-10-19,X-Guide X-Mark Probe Tool,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
239,2022-10-19,3m™ Steri-Drape™ Surgical Drapes,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,October,Health product
240,2022-10-18,Pedialyte: The seals of the affected batch may be defective.,Product Safety,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type II,2022,October,Health product
241,2022-10-14,Aquilex Fluid Control System,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
242,2022-10-14,"G7 Acetabular Shell 3 Hole Osseoti, Cementless",Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
243,2022-10-14,V-Loc PBT Non-Absorbable/180 Absorbable Devices,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
244,2022-10-14,Mas Omni Cardio,Labelling And Packaging,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,October,Health product
245,2022-10-14,Ortho Vision Analyzers,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
246,2022-10-14,Cardinal Health Reusable Hot and Cold Gel Packs,Labelling And Packaging,7.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,October,Health product
247,2022-10-13,Invisus SLP Ultrasound Option,Unauthorized Products/Device,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
248,2022-10-13,MNA-240 ENC,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
249,2022-10-13,IH-500,Performance Issue,8.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
250,2022-10-10,Veritas Advanced Infusion Pack,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
251,2022-10-07,Children’s ibuprofen/acetaminophen shortage:  What you should know and do,Supply/Product Withdrawal,1.0,Drugs,Health Canada,General Public,public advisory,,2022,October,Health product
252,2022-10-07,COMIRNATY Original & Omicron BA.4/BA.5 Bivalent Vaccine with English-only Vial and Carton Labels,Labelling And Packaging,7.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,October,Health product
253,2022-10-07,BOOSTRIX: Syringes may be cracked in affected lot. ,Product Quality,2.0,Biologic Or Vaccine,Health Canada,General Public,health product recall,Type II,2022,October,Health product
254,2022-10-07,Mammoth L-Carnitine 1500-C: Out of specification in the affected lot(s),Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type III,2022,October,Health product
255,2022-10-04,Kre-Alkaline: Out of Specification,Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type II,2022,October,Health product
256,2022-10-04,Canadian Medicated Shampoo: Defective cap,Product Quality,2.0,Veterinary Drugs,Health Canada,General Public,health product recall,Type II,2022,October,Health product
257,2022-10-03,Clearpro Double Swivel Closed Suction Catheter,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
258,2022-10-03,Centricity High Acuity Anesthesia,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,October,Health product
259,2022-10-03,Large Bone Shoulder Bolt,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,October,Health product
260,2022-10-03,Minimed 630g and 670g,Performance Issue,4.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,October,Health product
261,2022-09-28,BD Vacutainer Tube Sodium Fluoride/Potassium Oxalate,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
262,2022-09-28,Artis Pheno System,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
263,2022-09-28,Menopur:  Potential for a future out of specification result during shelf life,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,September,Health product
264,2022-09-26,Lumi Lash: Unlicensed product with ingredient on prescription drug list.,Unauthorized Products/Device,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,September,Health product
265,2022-09-26,Magnets in certain Philips Respironics sleep therapy masks may cause serious injury to some individuals,Important Safety Information,6.0,Medical Device,Health Canada,General Public,public advisory,,2022,September,Health product
266,2022-09-23,Respironics Masks,Labelling And Packaging,19.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
267,2022-09-23,Mitraclip/Triclip G4 Delivery Systems,Performance Issue,6.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
268,2022-09-23,Alinity Hs/Hq System,Performance Issue,3.0,Medical Device,"Abbott Laboratories4551 Great America Pkwy, Santa Clara, California, United States, 95054",Healthcare Professionals,health product recall,Type II,2022,September,Health product
269,2022-09-23,Leica Microsystems M530 Optics Carrier,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
270,2022-09-23,Gelita Tuft-It®,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
271,2022-09-23,Prismaflex Sets,Labelling And Packaging,4.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
272,2022-09-22,Riva-Oxazepam: Incorrect label (Riva-Oxazepam 30MG 500 tablets DIN00568414) may be appended to affected lots that contains: Riva-Oxazepam 15MG 500 tablets DIN00568406,Labelling And Packaging,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,September,Health product
273,2022-09-21,"Esomeprazole, Candesartan and Pravastatin Tablets: OOS result for Finished Product Assay and/or Blend Uniformity",Product Quality,5.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,September,Health product
274,2022-09-21,Venlafaxine: OOS result for Spheroids Dissolution Rate Profile (DRP),Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,September,Health product
275,2022-09-20,"Artis Q, Icono and Pheno Systems",Performance Issue,6.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
276,2022-09-20,Heat And Moisture Exchanger (HME) And Filters,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
277,2022-09-20,Anti-GM1 Autoantibodies Elisa IVD Test,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
278,2022-09-20,Xpert EV Assay,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
279,2022-09-20,Smallbore T-Port Extension Set,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
280,2022-09-20,Flexible Cystoscope,Sterility Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
281,2022-09-14,Vitros Immunodiagnostic Products HIV Combo Reagent Pack,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
282,2022-09-14,Ent-Single-Use Suction Tube,Labelling And Packaging,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
283,2022-09-12,"  Health Canada warns about certain hand sanitizers that may pose health risks (Part 2 – March 31, 2021 to present) ",Product Safety,60.0,Natural Health Products,Health Canada,General Public,public advisory,,2022,September,Health product
284,2022-09-12,ZOLGENSMA (onasemnogene abeparvovec) and Fatal Cases of Acute Liver Failure,Important Safety Information,2.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,September,Health product
285,2022-09-09,"COMIRNATY (COVID-19 Vaccine, mRNA, also referred to as Pfizer-BioNTech COVID-19 Vaccine):  New Presentation for Use in Children Aged 6 Months to Less Than 5 Years with English-only Vial and Carton Labels",Labelling And Packaging,8.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,September,Health product
286,2022-09-08,Power Knee,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,September,Health product
287,2022-09-08,K360 Scalpel Handle,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,September,Health product
288,2022-09-08,Fep Introcan Safety IV Catheter - Straight (No Wings),Sterility Issue,2.0,Medical Device,Health Canada,Industry/Retail/Warehouse,health product recall,Type II,2022,September,Health product
289,2022-09-06,"Counterfeit Nuceiva injectable drug seized from New You Spa in Vaughan, Ontario",Product Safety,2.0,Drugs,Health Canada,General Public,public advisory,,2022,September,Health product
290,2022-09-02,Distribution of  SPIKEVAX Bivalent (elasomeran/imelasomeran)  COVID-19 Vaccine  with English-only Vial and Carton Labels ,Labelling And Packaging,1.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,September,Health product
291,2022-09-02,J.R. Watkins Deep Muscle Warming Balm: Product lot did not meet product specification at end of shelf life.,Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type III,2022,September,Health product
292,2022-09-02,Quetiapine 25 mg: The affected lot (quetiapine 25 mg) may contain sertraline 50 mg tablets.,Other,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,September,Health product
293,2022-08-31,Menopur: Out of specification (Assay) ,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,August,Health product
294,2022-08-31,Omnilab Advanced and BiPAP A40,Performance Issue,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
295,2022-08-31,Evolve Modular Radial Head System - Cocr Stem Component,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
296,2022-08-31,Advanced Perfusion System 1-Base Unit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
297,2022-08-31,Puritan Bennett 560 Ventilator,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,August,Health product
298,2022-08-30,DRAXIMAGE MDP: Affected lot may contain particulate matter,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
299,2022-08-29,IMBRUVICA (ibrutinib) - Risk of Serious and Fatal Cardiac Arrhythmias or Cardiac Failure,Important Safety Information,7.0,Drugs,Health Canada,Healthcare Professionals,health professional risk communication,,2022,August,Health product
300,2022-08-29,JAMP ATORVASTATIN CALCIUM: Affected lot may be labelled with the incorrect strength on the label.,Product Quality,3.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
301,2022-08-29,NERFASIN 20:  Affected lot may contain the presence of particles,Product Quality,2.0,Veterinary Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
302,2022-08-27,"Recall of one lot of Jamp-Atorvastatin Calcium as some bottles may be labelled as containing 10 mg tablets, but contain 40 mg tablets",Product Quality,3.0,Drugs,Health Canada,General Public,public advisory,,2022,August,Health product
303,2022-08-25,"Counterfeit Viagra and Cialis erectile dysfunction drugs seized from Grace Daily Mart in Scarborough, Ontario",Product Safety,3.0,Drugs,Health Canada,General Public,public advisory,,2022,August,Health product
304,2022-08-24,Ecotest Covid-19 Antigen Rapid Test Device,Unauthorized Products/Device,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
305,2022-08-22,Microclave Clear Connectors - Central Catheter Packs,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
306,2022-08-22,PMS-Hydromorphone: Affected lot may contain tablets that could potentially lead to overdose,Increased Risk Or New Adverse Events,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
307,2022-08-22,Jamp-Vitamin D: Out of Specification,Product Quality,3.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,August,Health product
308,2022-08-22,Corvocet Biopsy System,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
309,2022-08-22,Ortho Optix™ Reader,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
310,2022-08-22,Powerseal Curved Jaw Sealer & Divider Double Action,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
311,2022-08-22,Teflon Coated Bentson and Wireguides,Sterility Issue,7.0,Medical Device,Health product - Medical device - Radiology,General Public,health product recall,Type II,2022,August,Health product
312,2022-08-20,Recall of one lot of pms-Hydromorphone due to packaging error that could potentially lead to overdose,Increased Risk Or New Adverse Events,2.0,Drugs,Health Canada,Healthcare Professionals,public advisory,,2022,August,Health product
313,2022-08-19,Carnivor: Product not manufactured to product specifications and does not contain the required risk information.,Labelling And Packaging,6.0,Natural Health Products,Health Canada,General Public,health product recall,Type III,2022,August,Health product
314,2022-08-15,Cobas Analytical and Supply Unit,Performance Issue,7.0,Medical Device,"Roche Diagnostics GmbhSandhoferstrasse 116, Mannheim, Germany, 68305",Healthcare Professionals,health product recall,Type II,2022,August,Health product
315,2022-08-15,Zero Tolerance Plus Sanitizer: Contains undeclared impurity at elevated levels.,Product Quality,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type II,2022,August,Health product
316,2022-08-15,"Clarity Retainers, Attachment Template and Aligners",Performance Issue,4.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
317,2022-08-15,Vanta/Sequentia Lt Clinician Programmer Application,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
318,2022-08-15,Vanta Clinician Programmer Application,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
319,2022-08-10,Taro-Zoledronic Acid: The affected lots may contain particulate matter,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
320,2022-08-09,"Taro-Zoledronic acid injection drug, used for osteoporosis and Page's disease, recalled because it may contain particulate matter",Product Quality,2.0,Drugs,Health Canada,General Public,public advisory,,2022,August,Health product
321,2022-08-08,Microclave Clear Sets,Performance Issue,9.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
322,2022-08-08,BD Maxguardtm Extension Sets,Labelling And Packaging,3.0,Medical Device,"BD Switzerland SarlRoute De Crassier 17, Eysins, Switzerland, 1262",Healthcare Professionals,health product recall,Type II,2022,August,Health product
323,2022-08-08,JAMP-ATORVASTATIN: The affected lot may contain latex.,Microbial Contamination/Contamination,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
324,2022-08-06,Jamp-Atorvastatin 40 mg tablets recalled due to risk of latex contamination,Microbial Contamination/Contamination,2.0,Drugs,Health Canada,General Public,public advisory,,2022,August,Health product
325,2022-08-05,Counterfeit COVID-19 antigen rapid test kits found in Ontario,Product Safety,5.0,Medical Device,Health Canada,General Public,public advisory,,2022,August,Health product
326,2022-08-05,"Unauthorized health products seized from Productos Latinos El Aguila in Leamington, Ontario",Product Safety,8.0,Natural Health Products,Health Canada,General Public,public advisory,,2022,August,Health product
327,2022-08-04,HL7 Outbound Results Interface,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
328,2022-08-04,NORMOSOL-R: Solution bags may be leaking in affected lot.,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
329,2022-08-02,NexSys PCS 300/ PCS2 Plasma Collection System,Performance Issue,3.0,Medical Device,"Haemonetics Corporation125 Summer Street, Boston, Massachusetts, United States, 02110",Healthcare Professionals,health product recall,Type II,2022,August,Health product
330,2022-08-02,Centricity Universal Viewer And Universal Viewer,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
331,2022-08-02,Phaseal Y – Site Connector C80,Labelling And Packaging,2.0,Medical Device,Health Canada,Industry/Retail/Warehouse,health product recall,Type II,2022,August,Health product
332,2022-08-02,Onetouch Reveal Mobile App (iOS/Andriod),Software/Mechanical/Electrical/Manufacturing Defect,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
333,2022-08-02,Vitek® 2 Ast-N391,Labelling And Packaging,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
334,2022-08-02,Giraffe/Panda IRES Warmer,Labelling And Packaging,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
335,2022-08-02,Sodium Chloride Inj; Glass particles,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,August,Health product
336,2022-08-02,Vitros Xt Systems,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
337,2022-08-02,Self-Righting Luer Slip And Lock Tip Caps,Sterility Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,August,Health product
338,2022-08-02,Assurity Mri Pulse Generator,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,August,Health product
339,2022-08-02,Pulmovista 500 System,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
340,2022-08-02,Nobel Biocare N1 Tiultra Tcc Np,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
341,2022-08-02,Activa Clinician Programmer Application For Deep Brain Stimulation,Software/Mechanical/Electrical/Manufacturing Defect,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,August,Health product
342,2022-07-29,IMVAMUNE Vaccine: Updated Storage Conditions and Shelf Life,Important Safety Information,4.0,Biologic Or Vaccine,Health Canada,Healthcare Professionals,health professional risk communication,,2022,July,Health product
343,2022-07-28,Apo-Acyclovir Tablets: NDMA impurity ,Microbial Contamination/Contamination,3.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,July,Health product
344,2022-07-28,Apotex recalls Apo-Acyclovir tablets due to a nitrosamine impurity,Microbial Contamination/Contamination,10.0,Drugs,Health Canada,General Public,public advisory,,2022,July,Health product
345,2022-07-27,  Philips Respironics recalls several models of CPAP and BiLevel PAP machines and mechanical ventilators ,Product Quality,50.0,Medical Device,Health Canada,General Public,public advisory,,2022,July,Health product
346,2022-07-25,Kaluza C Software,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
347,2022-07-25,Zoom Latitude Programmer/Recorder/Monitor (Prm),Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
348,2022-07-25,Emblem S-Icd and Latitude Programming Systems,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
349,2022-07-25,Med-Rx Epidural Anesthesia Kit,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
350,2022-07-25,HLS Set Advanced Bioline Coating,Labelling And Packaging,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
351,2022-07-25,Asp6025 and Asp300 S,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
352,2022-07-25,Magnesium Citrate Oral Solution; Microbial contamination,Product Quality,4.0,Natural Health Products,Health Canada,General Public,health product recall,Type I,2022,July,Health product
353,2022-07-25,EM2400 Exactamix Valve Set,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
354,2022-07-25,Hls Set Advanced 5.0 and 7.0 With Bioline Coating,Labelling And Packaging,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
355,2022-07-25,Pentacam Axl,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
356,2022-07-25,Roadrunner Guidewire,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
357,2022-07-25,Everflex Self-Expanding Peripheral Stent With Entrust Delivery System,Performance Issue,4.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
358,2022-07-25,Dimension Vista System - Ca15-3 Flex Reagent Cartridge,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
359,2022-07-24,"Equate (lemon flavour), Personnelle (lemon flavour) and Life Brand (lemon and cherry flavours) Magnesium citrate oral solution saline laxatives recalled due to potential microbial contamination",Product Safety,5.0,Natural Health Products,Health Canada,General Public,public advisory,,2022,July,Health product
360,2022-07-21,Recall of Hydrogen peroxide 3% USP products due to the presence of isopropyl alcohol in some lots.,Undeclared Substance,4.0,Natural Health Products,Health Canada,General Public,health product recall,Type II,2022,July,Health product
361,2022-07-20,Straight Rod - TI,Product Quality,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
362,2022-07-20,Buying health products online? Know the risks,Unauthorized Products/Device,2.0,Drugs,Health Canada,General Public,public advisory,,2022,July,Health product
363,2022-07-18,Ventana HE 600 System,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
364,2022-07-18,Pas Staining Kit,Performance Issue,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
365,2022-07-18,Neuromate Stereotactic System,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,July,Health product
366,2022-07-18,CereLink ICP Monitor,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
367,2022-07-18,BD Veritor Plus Analyzer,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
368,2022-07-18,Alphenix INFX-8000v Main Unit,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
369,2022-07-15,"Centricity Radiology, Zero Footprint and Pacs Systems",Inaccurate Test Or Measurement Results,7.0,Medical Device,"GE HEALTHCARE IITS USA CORP ALSO DOING BUSINESS AS GE HEALTHCARE500 W. Monroe Street, Chicago, Illinois, United States, 60661",Healthcare Professionals,health product recall,Type II,2022,July,Health product
370,2022-07-15,CALCIUM BOROGLUCONATE 23% STERILE INJECTION: Particulate Matter,Product Quality,2.0,Veterinary Drugs,Health Canada,General Public,health product recall,Type I,2022,July,Health product
371,2022-07-14,Kolorz ClearShield Varnish: Package insert,Labelling And Packaging,2.0,Natural Health Products,Health Canada,General Public,health product recall,Type III,2022,July,Health product
372,2022-07-14,Xtra: Affected lot contain sodium chlorite levels outside of the labelled claim.,Product Quality,2.0,Veterinary Drugs,Health Canada,General Public,health product recall,Type III,2022,July,Health product
373,2022-07-13,Recall of 99.0% Oxygen USP cylinders,Product Quality,2.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,July,Health product
374,2022-07-11,Anti-Lua (Lu1),Inaccurate Test Or Measurement Results,2.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
375,2022-07-11,Recall of Roselisa Elite Eyelash Serum (3mL),Unauthorized Products/Device,2.0,Drugs,Health Canada,General Public,health product recall,Type II,2022,July,Health product
376,2022-07-11,X-Stream Laparoscopic Irrigation Controller,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
377,2022-07-11,Teg 6s,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
378,2022-07-11,Hemo-O-Lock & Endowrist Clip Applier,Performance Issue,5.0,Medical Device,"Intuitive Surgical Inc.1266 Kifer Road, Sunnyvale, California, United States, 94086",Healthcare Professionals,health product recall,Type I,2022,July,Health product
379,2022-07-11,Nuclisens® - Magnetic Silica,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
380,2022-07-11,Attune Measured Sizing And Rotation Guide,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
381,2022-07-11,Skytron Channel Mount,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
382,2022-07-11,Sight Olo-E1 & Sight Olo-U1,Performance Issue,3.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
383,2022-07-11,ICU Medical Inc. Chemolock™,Performance Issue,9.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
384,2022-07-11,Pro+ Mattress,Performance Issue,7.0,Medical Device,Health Canada,General Public,health product recall,Type II,2022,July,Health product
385,2022-07-11,Siemens Healthcare Magnetom,Performance Issue,5.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
386,2022-07-11,Syngo.Via,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
387,2022-07-11,Level 1 H-2 Pressure Chamber,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,July,Health product
388,2022-07-11,Blood Group Reagent Anti-Lea (Murine Monoclonal)Bioclone,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
389,2022-07-04,"Tacticath Contact Force Ablation Catheter, Sensor Enabled",Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
390,2022-07-04,Vanta With Adaptive Stim Technology,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
391,2022-07-04,Crome and Cobalt MRI Surescan,Performance Issue,10.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,July,Health product
392,2022-07-04,Centricity Pacs Workstation - Software,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
393,2022-07-04,Servo-N and Servo-U,Performance Issue,3.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
394,2022-07-04,INOmax DS,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type II,2022,July,Health product
395,2022-07-04,Heartware Ventricular Assist System – Heartware Battery,Performance Issue,2.0,Medical Device,Health Canada,Healthcare Professionals,health product recall,Type I,2022,July,Health product
396,2022-06-30,United Wings Enterprise Inc. recalls COVID-19 Preventive Prescription products sold without market authorization and unauthorized claims.,Unauthorized Products/Device,3.0,Drugs,Health Canada,General Public,health product recall,Type III,2022,June,Health product
397,2022-06-30,Dr. Reddy's Laboratories Canada Inc. recalls a lot of Succinyl Choline Injection USP,Microbial Contamination/Contamination,2.0,Drugs,Health Canada,General Public,health product recall,Type I,2022,June,Health product
398,2022-06-29,Shortage of infant formulas for babies with food allergies: what you should know and do,Supply/Product Withdrawal,1.0,Infant/Children's Products,Health product,General Public,public advisory,,2022,June,Health product
