,Unnamed: 0,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Audience,Recall type,Recall class,Starting date:,Posting date:,Type of communication:,Subcategory:,Source of recall:,Issue:,Audience:,Identification number:,Hazard classification:
411,0,2022-06-20,"
Global PET-CT Tables
",GE Healthcare Japan Corporation,Global PET-CT Tables,Medical devices - Performance issue,3.0,Health product recall,Health product - Medical device - Radiology,"GE Healthcare Japan Corporation
7-127, Asahigaoka, Tokyo, Japan, 191-8503",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
412,0,2022-06-20,"
Alinity and Architect A1C Reagent Kit
",Abbott Gmbh,Alinity and Architect A1C Reagent Kit,Medical devices - Performance issue,3.0,Health product recall,Health product - Medical device - Chemistry,"Abbott GmbH
Max-Planck-Ring 2, Wiesbaden, Germany, 65205",Health Canada,"Healthcare
Industry",health product recall,Type II,,,,,,,,,
413,0,2022-06-20,"
Cholestech Ldx Total, HDL, Triglycerides Cholesterol and Glucose Test
","Alere San Diego, Inc.","Cholestech Ldx Total, HDL, Triglycerides Cholesterol and Glucose Test",Medical devices - Labelling and packaging,5.0,Health product recall,Health product - Medical device - Chemistry,"Alere San Diego, Inc.
9975 Summers Ridge Road, San Diego, California, United States, 92121",Health Canada,"Healthcare
Industry",health product recall,Type II,,,,,,,,,
414,0,2022-06-20,"
Palindrome/Mahurkar Chronic Catheter
",COVIDIEN LLC,Palindrome/Mahurkar Chronic Catheter,Medical devices - Performance issue,20.0,Health product recall,Health product - Medical device - General hospital and personal use,"Covidien LLC
15 Hampshire Street, Mansfield, Massachusetts, United States, 02048",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
415,0,2022-06-20,"
Coolsculpting System - Applicator - Vacuum
",Amd Medicom Inc.,Coolsculpting System - Applicator - Vacuum,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Physical medicine,"Zeltiq Aesthetics, Inc.
4410 Rosewood Drive, Pleasanton, California, United States, 94588",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
416,0,2022-06-20,"
Epoc Blood Analysis Bgem Test Cards
",Epocal Inc.,Epoc Blood Analysis Bgem Test Cards,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Chemistry,"Epocal Inc.
2060 Walkley Road, Ottawa, Ontario, Canada, K1G 3P5",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
417,0,2022-06-20,"
Ambu Vivasight 2 Dlt Kit
",Ambu A/S ,Ambu Vivasight 2 Dlt Kit,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Anaesthesiology,"Ambu A/S
Baltorpbakken 13, Ballerup, Denmark, 2750",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
418,0,2022-06-20,"
F/O Laryngoscope
","Welch Allyn, Inc.",F/O Laryngoscope,Medical devices - Labelling and packaging,3.0,Health product recall,Health product - Medical device - Anaesthesiology,"Health product - Medical device - Ear, nose and throat","Welch Allyn, Inc.
4341 State Street Road, Skaneateles Falls, New York, United States, 13153",Health Canada,health product recall,Type II,,,,,,,,,
419,0,2022-06-20,"
Modular Cathcart Fracture Head
","Depuy Orthopaedics, Inc.",Modular Cathcart Fracture Head,Medical devices - Labelling and packaging,3.0,Health product recall,Health product - Medical device - Orthopaedics,"Depuy Orthopaedics, Inc.
700 Orthopaedic Drive, Warsaw, Indiana, United States, 46582",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
420,0,2022-06-20,"
Zero Footprint Client
",GE HEALTHCARE IITS USA CORP ALSO DOING BUSINESS AS GE HEALTHCARE,Zero Footprint Client,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"GE HEALTHCARE IITS USA CORP ALSO DOING BUSINESS AS GE HEALTHCARE
500 W. Monroe Street, Chicago, Illinois, United States, 60661",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
421,0,2022-06-16,"
Unauthorized health products seized from three herbal medicine stores in Calgary, Alberta
",,"Unauthorized skin cream, eye ointment and sexual enhancement products seized from three herbal medicine stores in Calgary, Alberta. [UPDATED June 16, 2022, to add products]",Health products - Product safety,15.0,Public advisory,Health product - Drugs,,Health Canada,General public,public advisory,,,,,,,,,,
422,0,2022-06-16,"
Rocky Mountain Soap Company recalls hand sanitizers due to the potential presence of undeclared methanol
",Nomad Hand Sanitizer Lemongrass; Nomad Hand Sanitizer Scent Free,Nomad Hand Sanitizers ,Health products - Undeclared substance,7.0,Health product recall,Health product - Drugs,"Rocky Mountain Soap Company #201-106 Bow Meadow Cresent, Canmore, AB, T1W 2W9",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
423,0,2022-06-16,"
Rocky Mountain Soap Company recalls Broadspectrum solar protection products due to a potential microbial contamination.
",Face & Body Sunscreen Broad Spectrum SPF 31,Broadspectrum solar protection products,Health products - Contamination,3.0,Health product recall,Health product - Drugs,"Rocky Mountain Soap Company #201-106 Bow Meadow Cresent, Canmore, AB, T1W 2W9",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
424,0,2022-06-13,"
Cardinal Health - Presource Kits
",Cardinal Health,Cardinal Health – Presource Kits,Medical devices - Sterility Issue,9.0,Health product recall,Health product - Medical device - Anaesthesiology,Health product - Medical device - Cardiovascular,Health product - Medical device - General hospital and personal use,"Cardinal Health
3651 Birchwood Drive, Waukegan, Illinois, United States, 60085",health product recall,Type II,,,,,,,,,
425,0,2022-06-13,"
Digital Diagnost C90
",Philips Medical Systems DMC GmbH,Digital Diagnost C90,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Radiology,"Philips Medical Systems DMC GmbH
Roentgenstrasse 24, Hamburg, Germany, 22335",Health Canada,Healthcare,health product recall,Type III,,,,,,,,,
426,0,2022-06-13,"
Nucleus 7 Processing Unit
",Cochlear Limited,Nucleus 7 Processing Unit,Medical devices - Performance issue,2.0,Health product recall,"Health product - Medical device - Ear, nose and throat","Cochlear Limited
1 University Avenue, Macquarie Park, New South Wales, Australia, 2109",Health Canada,"General public
Healthcare",health product recall,Type III,,,,,,,,,
427,0,2022-06-13,"
Yelloport Elite Universal Seal
",Surgical Innovations Limited,Yelloport Elite Universal Seal,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device - General and plastic surgery,"Surgical Innovations Limited
Clayton Wood House, Leeds, Great Britain, LS16 6QZ",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
428,0,2022-06-13,"
Dimension Exl System - Cardiac Troponin-I (CTnI) Assay
",Siemens Healthcare Diagnostics Inc.,Dimension Exl System - Cardiac Troponin-I (CTnI) Assay,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Chemistry,"Siemens Healthcare Diagnostics Inc.
500 Gbc Drive, Newark, Delaware, United States, 19714",Health Canada,Industry,health product recall,Type II,,,,,,,,,
429,0,2022-06-13,"
Omniwire Pressure Guide Wire J-Tip
",Volcano Corporation,Omniwire Pressure Guide Wire J-Tip,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device - Cardiovascular,"Volcano Corporation
3721 Valley Centre Drive, Suite 500, San Diego, California, United States, 92130",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
430,0,2022-06-13,"
Evolve Triad Plate Cutter
",Wright Medical Technology Inc.,Evolve Triad Plate Cutter,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device - Orthopaedics,"Wright Medical Technology Inc.
1023 Cherry Road, Memphis, Tennessee, United States, 38117",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
431,0,2022-06-13,"
Yukon Lock Shaft Inserter
","K2M, INC",Yukon Lock Shaft Inserter,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Orthopaedics,"K2m, Inc
600 Hope Parkway Se, Leesburg, Virginia, United States, 20175",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
432,0,2022-06-13,"
Alinity M System
",Abbott Molecular Inc.,Alinity M System,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Chemistry,"Abbott Molecular Inc.
1300 E. Touhy Ave., Des Plaines, Illinois, United States, 60018",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
433,0,2022-06-13,"
Aisys Cs2
","Datex-Ohmeda, Inc.",Aisys Cs2,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Anaesthesiology,"Datex-Ohmeda, Inc.
3030 Ohmeda Drive, Madison, Wisconsin, United States, 53707-7550",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
434,0,2022-06-13,"
Xhibit Telemetry Receiver (Xtr) 96280 V.1.4.0
",Spacelabs Healthcare Inc.,Xhibit Telemetry Receiver (Xtr) 96280 V.1.4.0,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Spacelabs Healthcare Inc.
35301 Se Center Street, Snoqualmie, Washington, United States, 98065",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
435,0,2022-06-13,"
Hydro-Surg Plus Laparoscopic Irrigators
","Davol, Inc., Subsidiary Of C.R. Bard Inc.",Hydro-Surg Plus Laparoscopic Irrigators,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Davol, Inc., Subsidiary Of C.R. Bard Inc.
100 Crossings Blvd., Warwick, Rhode Island, United States, 02886",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
436,0,2022-06-13,"
 Minimed Pump battery cap
",Medtronic Minimed, Minimed Pump battery cap,Medical devices - Performance issue,5.0,Health product recall,Health product - Medical device - General hospital and personal use,"Medtronic Minimed
18000 Devonshire St., Northridge, California, United States, 91325",Health Canada,General public,health product recall,Type II,,,,,,,,,
437,0,2022-06-13,"
Aisys Cs2
","Datex-Ohmeda, Inc.",Aisys Cs2,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Anaesthesiology,"Datex-Ohmeda, Inc.
3030 Ohmeda Drive, Madison, Wisconsin, United States, 53707-7550",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
438,0,2022-06-13,"
Trusight Cystic Fibrosis Library Prep Kit
","Ilumina, Inc.",Trusight Cystic Fibrosis Library Prep Kit,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Chemistry,"Illumina, Inc.
5200 Illumina Way, San Diego, California, United States, 92122",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
439,0,2022-06-07,"
Eea  Autosuture Circular Stapler With Dst Series
",COVIDIEN LLC,Eea  Autosuture Circular Stapler With Dst Series,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General and plastic surgery,"Covidien LLC
15 Hampshire Street, Mansfield, Massachusetts, United States, 02048",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
440,0,2022-06-07,"
KN95/FFP2 Particulate Respirator Mask - Model 516W
",Jiangsu Okam New Materials Ltd,KN95/FFP2 Particulate Respirator Mask - Model 516W,Medical devices - Unauthorised device,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Jiangsu Okam New Materials Ltd
No.22 Xiabaqiao, Qujia Village, Luoyang, Changzhou, Jiangsu, China",Health Canada,General public,health product recall,Type II,,,,,,,,,
441,0,2022-06-07,"
Duraclone B27 Reagent Kit
",Beckman Coulter India Private Limited,Duraclone B27 Reagent Kit,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device,"Beckman Coulter India Private Limited
50b, Ii Phase, (Near Tvs Cross), Bangalore, Karnataka, India, 560058",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
442,0,2022-06-07,"
Inteliq Specialty Immunoassay Control
",Bio-Rad Laboratories,Inteliq Specialty Immunoassay Control,Medical devices,2.0,Health product recall,Health product - Medical device - Chemistry,"Bio-Rad Laboratories
9500 Jeronimo Road, Irvine, California, United States, 92618",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
443,0,2022-06-07,"
Hamilton C6 Intensive Care Ventilator
",Hamilton Medical Ag,Hamilton C6 Intensive Care Ventilator,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Anaesthesiology,"Hamilton Medical Ag
Via Crusch 8, Bonaduz, Switzerland, 7402",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
444,0,2022-06-07,"
1 Series Phototherapy Device
",Daavlin Distributing Company,1 Series Phototherapy Device,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General and plastic surgery,"Daavlin Distributing Company
205 West Bement St., Bryan, Ohio, United States, 43506",Health Canada,General public,health product recall,Type II,,,,,,,,,
445,0,2022-06-07,"
Palmaz Genesis Biliary Stent/Opta Pro .035"" Delivery System
",Cordis Cashel,"Palmaz Genesis Biliary Stent/Opta Pro .035"" Delivery System",Medical devices - Performance issue,3.0,Health product recall,Health product - Medical device - Gastroenterology & Urology,"Cordis Cashel
Cahir Road, Cashel, Tipperary, Ireland,",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
446,0,2022-06-07,"
Pressure Monitoring Set
","Cook, Inc.",Pressure Monitoring Set,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Cardiovascular,"Cook, Inc.
750 Daniels Way, Bloomington, Indiana, United States, 47404",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
447,0,2022-06-07,"
Infinity Resection Guide
",Wright Medical Technology Inc.,Infinity Resection Guide,Medical devices - Labelling and packaging,2.0,Health product recall,Health product - Medical device - General and plastic surgery,"Wright Medical Technology Inc. 
1023 Cherry Road, Memphis, Tennessee, Unites States 38117",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
448,0,2022-06-07,"
Soltive Superpulsed Laser Ball Tip Fiber Single Use
","Gyrus Acmi, Inc",Soltive Superpulsed Laser Ball Tip Fiber Single Use,Medical devices - Labelling and packaging,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Gyrus Acmi, Inc
9600 Louisiana Ave. North, Brooklyn Park, Minnesota, United States, 55445",Health Canada,Healthcare,health product recall,Type III,,,,,,,,,
449,0,2022-06-07,"
Cortrak 2 Enteral Access System
","Avanos Medical, Inc.",Cortrak 2 Enteral Access System,Medical devices - Unauthorised device,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Avanos Medical, Inc. 
5405 Windward Parkway, Alpharetta, Georgia, United States, 30004-3894",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
450,0,2022-06-07,"
Nordicbrainex
",Nordicneurolab As,Nordicbrainex,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Nordicneurolab As
Mollendalsveien 1, Bergen, Norway, 5009",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
451,0,2022-06-07,"
Snare, Pediatric, For Slim Gastroscopes
","Hobbs Medical, Inc.","Snare, Pediatric, For Slim Gastroscopes",Medical devices - Performance issue,1.0,Health product recall,Health product - Medical device - Gastroenterology & Urology,"Hobbs Medical, Inc. 
8 Spring Street, Stafford Springs, Connecticut, United States, 06076",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
452,0,2022-06-07,"
Navicare Nurse Call
","HILL-ROM, INC.",Navicare Nurse Call,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device,"Hill-Rom, Inc.
1225 Crescent Green Drive, Cary, North Carolina, United States, 27518-8119",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
453,0,2022-06-06,"
Distribution of a New Presentation of SPIKEVAX (elasomeran) COVID-19 Vaccine (0.10 mg/mL in 2.5 mL multidose vial) with English-only Vial and Carton Labels
",,SPIKEVAX (elasomeran) (0.10 mg/mL),Health products - Labelling,3.0,Health professional risk communication,Health product - Biologic or vaccine,,Health Canada,Health professionals,health professional risk communication,,,,,,,,,,
454,0,2022-06-03,"
Unauthorized products may pose serious health risks (March 26, 2021 to June 3, 2022)
",,"Various unauthorized health products promoted for sexual enhancement, weight loss, as a workout aid, as ""poppers"", or for lightening skin or treating skin conditions (such as eczema or psoriasis).",Health products - Unauthorized product,189.0,Public advisory,Health product - Drugs,,Health product - Natural health products,General public,public advisory,,,,,,,,,,
455,0,2022-06-03,"
Cobalt and Crome Mri Surescan
",MEDTRONIC INC.,Cobalt and Crome Mri Surescan,Medical devices - Performance issue,9.0,Health product recall,Health product - Medical device - Cardiovascular,Health product - Medical device - General hospital and personal use,"Medtronic Inc.
8200 Coral Sea Street N.E., Mounds View, Minnesota, United States, 55112",Health Canada,health product recall,Type II,,,,,,,,,
456,0,2022-06-02,"
Impurity - Pro Doc MONTELUKAST SODIUM 5mg
",Pro Doc MONTELUKAST,MONTELUKAST,Health products - Product quality,2.0,Health product recall,Health product - Drugs,"PRO DOC LIMITEE
2925 Boulevard Industriel
Laval, QC
H7L 3W9",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
457,0,2022-06-01,"
Red Woody & Go-Rilla - Undeclared prescription drug sildenafil.
",Red Woody,Red Woody & Go-Rilla,Health products - Undeclared substance,3.0,Health product recall,Health product - Drugs,"Produits de Bien-Être Bodispa
379 rue Locke
Montreal, QC
H4T 1X7",Health Canada,"General public
Health professionals
Retail
Warehouse",health product recall,Type I,,,,,,,,,
458,0,2022-05-30,"
Surestrips Covid-19 Antigen Test
",All Clean Natural Ltd.,Surestrips Covid-19 Antigen Test,Medical devices - Unauthorised device,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"All Clean Natural Ltd.
5310 1st Street Sw
Calgary, Alberta, Canada
T2H 0C8",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
459,0,2022-05-30,"
HVAD Implant Kit
",Heartware Inc.,HVAD Implant Kit,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Heartware Inc.
14400 Nw 60th Avenue, Miami Lakes, Florida, United States, 33014",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
460,0,2022-05-30,"
Alliance Earloop Procedure Mask
",Medical Mart Supplies Limited,Alliance Earloop Procedure Mask,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device - General and plastic surgery,"Medical Mart Supplies Limited
6200 Cantay Road, Mississauga, Ontario, Canada, L5R 3Y9",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
461,0,2022-05-30,"
Tornado, Nestor and Hilal Embolization Microcoils
","Cook, Inc. ","Tornado, Nestor and Hilal Embolization Microcoils",Medical devices - Performance issue,5.0,Health product recall,Health product - Medical device - Cardiovascular,Health product - Medical device - Neurology,"Cook, Inc.
750 Daniels Way, Bloomington, Indiana, United States, 47404",Health Canada,health product recall,Type II,,,,,,,,,
462,0,2022-05-30,"
Pagewriter Electrocardiograph
",PHILIPS MEDICAL SYSTEMS,Pagewriter Electrocardiograph,Medical devices - Performance issue,5.0,Health product recall,Health product - Medical device - Cardiovascular,"Philips Medical Systems
3000 Minuteman Road, Andover, Massachusetts, Unites States, 01810",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type III,,,,,,,,,
463,0,2022-05-30,"
I-Visc 1%
",I-Med Pharma Inc. ,I-Visc 1%,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device - Ophthalmology,"I-Med Pharma Inc.
1601 St. Regis Blvd, Dollard Des Ormeaux, Quebec, Canada, H9B 3H7",Health Canada,"Healthcare
Industry",health product recall,Type I,,,,,,,,,
464,0,2022-05-30,"
Bond Wash Solution
",Leica Biosystems Newcastle Ltd. ,Bond Wash Solution,Medical devices - Device compatibility,2.0,Health product recall,Health product - Medical device - Pathology,"Leica Biosystems Newcastle Ltd.
Balliol Business Park West, Newcastle Upon Tyne, Tyne And Wear, Great Britain, NE12 8EW",Health Canada,Healthcare,health product recall,Type III,,,,,,,,,
465,0,2022-05-30,"
Avance and Aespire Anethiesia Machines
","Datex-Ohmeda, Inc.",Avance and Aespire Anethiesia Machines,Medical devices - Performance issue,4.0,Health product recall,Health product - Medical device - Anaesthesiology,"Datex-Ohmeda, Inc.
3030 Ohmeda Drive, Madison, Wisconsin, United States, 53707-7550",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
466,0,2022-05-30,"
Presource Procedure Packs
",Cardinal Health ,Presource Procedure Packs,Medical devices - Device compatibility,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Cardinal Health
3651 Birchwood Drive, Waukegan, Illinois, United States, 60085",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
467,0,2022-05-30,"
Ortho Connect
",Biomedical Data Solutions Limited,Ortho Connect,Medical devices - Software defect,2.0,Health product recall,Health product - Medical device - Cardiovascular,"Biomedical Data Solutions Limited
Centrum Point, Burton On Trent, Staffordshire, Great Britain, DE14 2WD",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
468,0,2022-05-30,"
Poch-Pack L
",Sysmex Corporation,Poch-Pack L,Medical devices - Software defect,2.0,Health product recall,Health product - Medical device - Haematology,"Sysmex Corporation
1-5-1 Wakinohama-Kaigandori, Kobe, Hyogo-Ken, Japan, 651-0073",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
469,0,2022-05-30,"
Volista Surgical Lights
",Maquet S.A.,Volista Surgical Lights,Medical devices - Sterility Issue,2.0,Health product recall,Health product - Medical device,"Maquet S.A.
Avenue De La Pomme De Pin, Orleans, France, 45074",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
470,0,2022-05-30,"
Heater Unit Hu35
",MAQUET CARDIOPULMONARY GMBH,Heater Unit Hu35,Medical devices - Device compatibility,2.0,Health product recall,Health product - Medical device - Physical medicine,"Maquet Cardiopulmonary Gmbh
Kehler Strasse 31, Rastatt, Germany, 76437",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
471,0,2022-05-30,"
Surestrips Rapid Response Covid-19 Antigen Rapid Test Device
",All Clean Natural Ltd. ,Surestrips Rapid Response Covid-19 Antigen Rapid Test Device,Medical devices - Unauthorised device,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"All Clean Natural Ltd.
5310 1st Street Sw, Calgary, Alberta, Canada, T2H 0C8",Health Canada,"General public
Healthcare
Hospitals",health product recall,Type II,,,,,,,,,
472,0,2022-05-30,"
Absolute Pro Ll .035 Peripheral Self-Expanding Stent System
",Abbott Vascular,Absolute Pro Ll .035 Peripheral Self-Expanding Stent System,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Cardiovascular,"Abbott Vascular
3200 Lakeside Drive, Santa Clara, California, United States, 95054-2807",Health Canada,"Healthcare
Industry",health product recall,Type II,,,,,,,,,
473,0,2022-05-30,"
Medline Pill Splitter
","Medline Industries, Lp ",Medline Pill Splitter,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Medline Industries, Lp
Three Lakes Drive, Northfield, Illinois, United States, 60093",Health Canada,Healthcare,health product recall,Type II,,,,,,,,,
474,0,2022-05-27,"
N-Larg Capsules: Label does not meet Health Canada requirements
",,N-Larg Capsules,Health products - Labelling,2.0,Health product recall,Health product - Natural health products,"Hanan Enterprise
406 1/2 George St, Peterborough
Ontario K9H 3R5",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
475,0,2022-05-24,"
ABL800 Flex System
",Radiometer Medical Aps ,ABL800 Flex System,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Chemistry,"RADIOMETER MEDICAL APS
Akandevej 21
Bronshoj, DK, 2700",Health Canada,"Healthcare
Industry",health product recall,Type II,,,,,,,,,
476,0,2022-05-24,"
Poches A Sang Quadruple
",MACOPHARMA,Poches A Sang Quadruple,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Haematology,"MACOPHARMA
Rue Lorthiois
Mouvaux, FR, 59420",Health Canada,"Healthcare
Industry",health product recall,Type II,,,,,,,,,
477,0,2022-05-20,"
Ks White Nitrile Medical Examination Gloves
",Costco Wholesale Canada Ltd,Ks White Nitrile Medical Examination Gloves,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Costco Wholesale Canada Ltd
415 West Hunt Club Road, Ottawa, Ontario
Canada, K2E 1C5",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
478,0,2022-05-20,"
Fibre 4 with Probiotics:  Affected lots may contain active ingredients that are above the labelled dosage. 
",,Fibre 4 with Probiotics,Health products - Product quality,2.0,Health product recall,Health product - Natural health products,"WN Pharmaceuticals Ltd.
2000 Brigantine Drive, Coquitlam, BC V3K 7B5",Health Canada,"General public
Healthcare
Industry",health product recall,Type III,,,,,,,,,
479,0,2022-05-19,"
JAMP-SENNA: Out of Specification
",,JAMP-SENNA,Health products - Product quality,2.0,Health product recall,Health product - Natural health products,"Jamp Pharma Corporation.
1310 rue Nobel,
Boucherville, Québec,
J4B 5H3",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
480,0,2022-05-19,"
PMS-Montelukast: impurity 
",,PMS-Montelukast,Health products - Product quality,2.0,Health product recall,Health product - Drugs,"Pharmascience Inc.
6111 ave Royalmount suite 100,
Montréal, QC
H4P 2T4",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
481,0,2022-05-16,"
SOCLEAN 2 AUTOMATED SUPPLEMENTAL PAP MAINTENANCE DEVICE
",Soclean Inc.,SOCLEAN 2 AUTOMATED SUPPLEMENTAL PAP MAINTENANCE DEVICE,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - General hospital and personal use,"Soclean Inc.
12 Vose Farm Road, Peterborough, New Hampshire, United States, 03458",Health Canada,"General public
Healthcare
Industry",health product recall,Type II,,,,,,,,,
482,0,2022-05-16,"
Belotero Lidocaine
",Anteis S.A.,Belotero Lidocaine,Medical devices - Quality issue,4.0,Health product recall,Health product - Medical device - General and plastic surgery,"Anteis S.A.
18, Chemin Des Aulx, Plan-Les-Ouates, Geneva, Switzerland, 1228",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
483,0,2022-05-16,"
Argyle Safety Fistula Cannula With Anti-Reflux Valve
",COVIDIEN LLC,Argyle Safety Fistula Cannula With Anti-Reflux Valve,Medical devices - Performance issue,2.0,Health product recall,Health product - Medical device - Cardiovascular,"Covidien LLC
15 Hampshire Street, Mansfield, Massachusetts, United States, 02048",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
484,0,2022-05-16,"
Carescape Central Station
",Ge Medical Systems Information Technologies Inc.,Carescape Central Station,Medical devices - Electrical Defect,2.0,Health product recall,Health product - Medical device - Cardiovascular,"GE Medical Systems Information Technologies Inc.
9900 Innovation Drive, Wauwatosa, Wisconsin, United States, 53226",Health Canada,"General public
Health professionals
Hospitals",health product recall,Type II,,,,,,,,,
485,0,2022-05-16,"
Alinity Hs/Hq System
",Abbott Laboratories,Alinity Hs/Hq System,Medical devices - Performance issue,3.0,Health product recall,Health product - Medical device - Haematology,Health product - Medical device - Pathology,"Abbott Laboratories
4551 Great America Pkwy, Santa Clara, California, United States, 95054",Health Canada,health product recall,Type II,,,,,,,,,
486,0,2022-05-13,"
Leucovorin Calcium Injection: Out of Specification 
",,Leucovorin Calcium Injection,Health products - Product safety,2.0,Health product recall,Health product - Drugs,"Generic Medical Partners Inc.
1500 Don Mills Road, Suite 711,
Toronto, Ontario,
Canada
M3B 3K4",Health Canada,"General public
Healthcare
Industry",health product recall,Type I,,,,,,,,,
487,0,2022-05-11,"
  Plasma pens are not authorized in Canada and may pose health risks 
",,Plasma pens,Medical devices - Unauthorised device,1.0,Information update,Health product - Medical device,,Health Canada,Health professionals,information update,,,,,,,,,,
488,0,2022-05-11,"
  Health Canada reminds Canadians that plasma pens are unauthorized and may pose health risks, following complaints involving Calgary and North York spas 
",,Plasma pens,Medical devices - Unauthorised device,1.0,Information update,Health product - Medical device,,Health Canada,Health professionals,information update,,,,,,,,,,
