,Unnamed: 0,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Recall type,Audience,Starting date:,Posting date:,Type of communication:,Subcategory:,Source of recall:,Issue:,Audience:,Identification number:,Identification number
128,0,2022-09-22,"
Spalding Momentous EZ Portable Basketball Goal recalled due to impact hazard
",,Spalding Momentous EZ Portable Basketball Goal,Consumer products - Impact hazard,4.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
Canadian Tire Corporation Limited
Toronto 
CANADA
Manufacturer
Russell Brands, LLC
Bowling Green
Kentucky
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
129,0,2022-09-21,"
Krystal Epoxy Resin Tabletop & Art Epoxy Kit recalled due to improper labelling and lack of child-resistant packaging 
",,"Krystal Epoxy Resin Tabletop & Art Epoxy Kit (250 mL, 500 mL, 1 L, 1 gallon, 2 gallons)",Consumer products - Chemical hazard,4.0,Consumer product recall,Consumer product - Chemicals,"Importer
Krystal Resin 
4548 Dufferin St, 
North York, ON
Canada
Manufacturer
US Composite
6670 White Drive, 
West Palm Beach 
Florida
United States of America",Health Canada,consumer product recall,General public,,,,,,,,,
130,0,2022-09-15,"
Cervélo R5 and Caledonia-5 bicycles and ST31 LT replacement stems recalled due to fall hazard
",,Cervélo R5 and Caledonia-5 bicycles and ST31 LT replacement stems ,Consumer products - Fall hazard,16.0,Consumer product recall,Consumer product - Sports and fitness,"Importer
Cervélo Cycles Inc.
Markham
Ontario
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
131,0,2022-09-15,"
Various Hilti DHS gas cut-off saws recalled due to injury hazard
",Hilti,Various Hilti DHS gas cut-off saws,Consumer products - Injury hazard,4.0,Consumer product recall,Consumer product - Tools and accessories,"Retailer
Home Depot Canada
Toronto
Ontario
CANADA
Importer
Hilti (Canada) Corporation
Oakville
Ontario
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
132,0,2022-09-13,"
Air Steward Portable Radon Monitor recalled due to Inaccurate Radon Detection  
",,Air Steward Portable Radon Monitor  ,Consumer products - Chemical hazard,1.0,Consumer product recall,Consumer product - Electronics,"Distributor
Air Ae Steward dba EcommerceTech OU
Estonia
Manufacturer
Aier Technology Co. Ltd.
7f,BaiLi building,YaMing street No.5,GongMing
Shenzhen City, China",Health Canada,consumer product recall,General public,,,,,,,,,
133,0,2022-09-09,"
Chicology Cordless 1-inch Vinyl Mini Blinds recalled due to strangulation and choking hazards to children
",,Chicology 1-inch Vinyl Mini Blinds,Consumer products - Choking hazard,2.0,Consumer product recall,Consumer product - Household items,"Distributor
Chicology - 801 Baldwin Park Blvd, CA 91766",Health Canada,consumer product recall,General public,,,,,,,,,
134,0,2022-09-07,"
Health Canada warns that Elifecity Portable Radon Meter may pose a health and safety risk due to undetected high radon levels
",Elifecity,Elifecity Portable Radon Meter ,Consumer products - Chemical hazard,3.0,Consumer product advisory,Consumer product - Electronics,"Place of Origin
Manufactured in China 
Exporter
Elifecity
China",Health Canada,consumer product advisory,General public,,,,,,,,,
135,0,2022-09-06,"
IKEA TRIPPEVALS and HOPPVALS cellular blinds recalled due to potential choking hazard to children 
",,IKEA TRIPPEVALS and HOPPVALS Cellular Blinds ,Consumer products - Choking hazard,6.0,Consumer product recall,Consumer product - Household items,"Distributor
IKEA Canada Ltd Partnership, 1065 Plains Rd E Burlington, ON, L7T 4K1
Importer
IKEA Supply AG
Grüssenweg 15
CH-4133 Pratteln
Switzerland
Manufacturer
IKEA of Sweden AB, Box 702, Tulpanvägen 8, SE-343 81 Älmhult",Health Canada,consumer product recall,General public,,,,,,,,,
136,0,2022-09-02,"
Voguette Factory Store Brand roller blinds recalled due to strangulation hazard to children
",,Voguette Factory Store Brand roller blinds,Consumer products - Strangulation hazard,1.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor
Shaoxing Quanshuo Textile Co.,Ltd.
55# Kaiyuan Road, Yuecheng District, Shaoxing
Zhejiang, China.
 
Manufacturer
Shaoxing Quanshuo Textile Co.,Ltd.
55# Kaiyuan Road, Yuecheng District, Shaoxing
Zhejiang, China.",Health Canada,consumer product recall,General public,,,,,,,,,
137,0,2022-09-01,"
Steel Hanging Chairs in Yellow, Grey and Green recalled due to Fall Hazard
",,"Steel Hanging Chairs in Yellow, Grey and Green",Consumer products - Fall hazard,4.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor
TJX Canada
Mississauga
Ontario
CANADA
Manufacturer
SJ Enterprises Co Ltd.
Guangdong
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
138,0,2022-09-01,"
Sun Joe iON+ Cordless Lawn Mower Kit (17-inch) recalled due to injury hazard
",,"Sun Joe 24V-X2-17LM 48-Volt iON+ Cordless Lawn Mower Kit, 17-inch",Consumer products - Injury hazard,3.0,Consumer product recall,Consumer product - Outdoor living - Lawn and garden supplies,"Manufacturer

Snow Joe LLC
Hoboken
New Jersey
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
139,0,2022-09-01,"
UPPAbaby All-Terrain RIDGE Jogging Strollers recalled due to Fingertip Amputation Hazard 
",,UPPAbaby All-Terrain RIDGE Jogging Strollers ,Consumer products - Injury hazard,1.0,Consumer product recall,Consumer product - Other,"Distributor/Importer
5514 KM, 
2-201 Wicksteed Ave 
Toronto, ON 
M4G0B1
Canada 
 
Manufacturer
UPPAbaby
276 Weymouth Street
Rockland, Massachusetts
02370
United States",Health Canada,consumer product recall,General public,,,,,,,,,
140,0,2022-09-01,"
Citrus Solvent recalled due to improper labelling and lack of child-resistant packaging
",,The Real Milk Paint Co. Citrus Solvent,Consumer products - Labelling and packaging,5.0,Consumer product recall,Consumer product - Chemicals,"Importer

Rusty Design Canada
Mississauga
Ontario
CANADA


Manufacturer

The Real Milk Paint Co.
Hohenwald
Tennessee
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
141,0,2022-08-30,"
Citrus Solvent recalled due to improper labelling and lack of child-resistant packaging
",,The Real Milk Paint Co. Citrus Solvent,Consumer products - Labelling and packaging,4.0,Consumer product recall,Consumer product - Chemicals,"Importer
Trustic
Calgary
Alberta
CANADA
 
Manufacturer
The Real Milk Paint Co.
Hohenwald
Tennessee
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
142,0,2022-08-30,"
Aqua Lung i330R SCUBA Diving Computers recalled due to Drowning Hazard
",,Aqua Lung i330R SCUBA Diving Computers,Consumer products - Drowning hazard,5.0,Consumer product recall,Consumer product - Electronics - Computing,Consumer product - Sports and fitness,"Importer
Aqua Lung
Carlsbad, California
UNITED STATES",consumer product recall,General public,,,,,,,,,
143,0,2022-08-29,"
Rexall Water Filled Teether recalled due to microbial contamination
",,Rexall Water Filled Teether,Consumer products - Microbial hazard,4.0,Consumer product recall,Consumer product - Other,"Distributor
Rexall
Mississauga
Ontario
CANADA

Importer
LEDA HEALTH INNOVATION
Toronto
Ontario
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
144,0,2022-08-26,"
Home Basics Cordless Cellular Blackout Shades recalled due to Choking Hazard
",,Home Basics Cordless Cellular Blackout Shades and Light Filtering Shades,Consumer products - Choking hazard,29.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Importer
Whole Space Industries Ltd
11 floor, No 21, Sec 6 Chung-Hsaio East Road
Taipei
TAIWAN
115
 

Distributor

Kent Building Supplies
300 Union St
Saint John
New Brunswick
CANADA
E2L 4G7
 

Manufacturer
Kwong Fong (Vietnam) Company Limited
Gnu Hung-Thanh Giang Industry Zone
Thanh Giang Commune
Thanh Mien District
Hai Duong
VIETNAM",Health Canada,consumer product recall,General public,,,,,,,,,
145,0,2022-08-26,"
MyHome Gll Morningstar Cordless Blind recalled due to strangulation and choking hazards to children
",,MyHome Gll Morningstar Cordless Blind,Consumer products - Choking hazard,7.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor

Bed Bath and Beyond
North Vancouver
British Columbia
CANADA
 

Importer

Achim Importing Company, Inc.
Brooklyn
New York
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
146,0,2022-08-25,"
Trek Carbon Handlebars/Stems and Bicycles Recalled due to a Fall Hazard
",Trek,"Trek MY22 Speed Concept SLR bicycles, Trek MY21-MY22 Emonda SLR bicycles, and Bontrager Aeolus RSL VR-C handlebar/stems",Consumer products - Fall hazard,5.0,Consumer product recall,Consumer product - Sports and fitness,"Importer


Trek Bicycle Canada ULC
			Toronto
			Ontario
			CANADA




Manufacturer
Trek MY22 Speed Concept SLR bicycles
and MY21-MY22 Emonda SLR bicycles:


Giant Manufacturing Co. Ltd.
			Taichung City
			TAIWAN

Diamant Fahrradwerke GmbH
			Hartmannsdorf
			GERMANY
Trek Bicycle Corporation 
			Waterloo
			Wisconsin 
			UNITED STATES




Manufacturer
Bontrager Aeolus RSL VR-C Handlebar/Stem:


Quest Composite Technology Corporation
			Dongguan City
			CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
147,0,2022-08-25,"
Kidoozie Brand My First Activity Desk recalled due to potential jaw entrapment and protrusion hazard
",,Kidoozie Brand My First Activity Desk ,Consumer products - Entrapment hazard,3.0,Consumer product recall,Consumer product - Toys and games,"Manufacturer
Epoch Everlasting Play LLC
Pine Brook
New Jersey
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
148,0,2022-08-22,"
Tootsie Baby Water-Filled Teethers and Teether Keys recalled due to microbial contamination
",,Tootsie Baby Water-Filled Teethers and Teether Keys,Consumer products - Microbial hazard,3.0,Consumer product recall,Consumer product - Other,"Distributor
CTG Brands Inc.
Vaughan, Ontario
CANADA
Manufacturer
Ningbo Raffini Import & Export
Jiang Bei District, Ningbo
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
149,0,2022-08-17,"
Mera Cannabis recalls one lot of Ellevia THC Light 4:1 cannabis extract
",,"Ellevia THC Light 4:1 cannabis extract, Lot CO107461",Cannabis - Labelling and packaging,2.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Mera Cannabis
Ontario
Canada
Tel: 1-866-586-0690
Website: https://meracannabis.com/brands/
Distributor
Medical Cannabis by Shoppers Drug Mart Inc.
Ontario
Canada
Website: https://cannabis.shoppersdrugmart.ca/en_CA/",Health Canada,consumer product recall,General public,,,,,,,,,
150,0,2022-08-17,"
Makita LXT Cordless Hedge Trimmer Recalled due to Laceration and Injury Hazards
",Makita,Makita LXT Cordless Hedge Trimmer,Consumer products - Injury hazard,1.0,Consumer product recall,Consumer product - Appliances,"Importer
Makita Canada Inc. 
Whitby, ON
Canada
Manufacturer
Makita Corp.
Japan",Health Canada,consumer product recall,General public,,,,,,,,,
151,0,2022-08-17,"
Truss Limited Partnership recalls three lots of XMG Cola edible cannabis
",,"XMG Cola edible cannabis beverage, Lots 520413041, 520504051 and 520606051",Cannabis - Labelling and packaging,4.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Truss Limited Partnership
Ontario
Canada
Tel: 1-888-429-4375
Website: https://www.trussbeverages.com/
Distributor
HEXO Operations Inc.
Quebec
Canada
Tel: 1-844-406-1852
Website: https://www.hexo.com/
Distributor
Alberta Gaming, Liquor & Cannabis
Alberta
Canada
Tel: 1-800-272-8876
Website: https://aglc.ca/
Distributor
British Columbia Liquor Distribution Branch
BC Cannabis Stores
British Columbia
Canada
Tel: 1-844-420-2227
Website: http://www.bcldb.com/
Distributor
Liquor, Gaming and Cannabis Authority of Manitoba
Manitoba
Canada
Tel: 1-800-782-0363
Website: https://lgcamb.ca/
Distributor
Cannabis NB
New Brunswick
Canada
Tel: 1-833-821-2195
Website: https://www.cannabis-nb.com/
Distributor
Nova Scotia Liquor Corporation Cannabis
Nova Scotia
Canada
Tel: 1-800-567-5874
Website: https://cannabis.mynslc.com/en
Distributor
Cannabis NL
Newfoundland and Labrador
Canada
Tel: 709-724-1200
Website: https://shopcannabisnl.com/
Distributor
Ontario Cannabis Store
Ontario
Canada
Tel: 1-888-910-0627
Website: https://ocs.ca/
Distributor
PEI Cannabis Management Corporation
Prince Edward Island
Canada
Tel: 902-368-5551
Website: https://peicannabiscorp.com/
Distributor
Saskatchewan Liquor and Gaming Authority
Saskatchewan
Canada
Tel: 1-800-667-7565
Website: https://slga.com/",Health Canada,consumer product recall,General public,,,,,,,,,
152,0,2022-08-17,"
Various Corded Window Coverings recalled due to strangulation and choking hazards to children
",,"Aspen Cordless Wood Blinds – Creation, Mirage PVC Mini Blinds with PVC Headrail– Creation, Tristan Faux Wood Blinds – Creation, Jean H. Henlé Blinds",Consumer products - Choking hazard,76.0,Consumer product recall,Consumer product - Household items,"Distributor
Fabricville – Montreal - Quebec - Canada
Importer
Fabricville – Montreal - Quebec - Canada
Manufacturer
China",Health Canada,consumer product recall,General public,,,,,,,,,
153,0,2022-08-16,"
Various Bouclair blinds recalled due to strangulation and choking hazard for children
",Bouclair,Various Bouclair blinds ,Consumer products - Choking hazard,206.0,Consumer product recall,Consumer product - Household items,"Importer
Alston Investments Inc
152 Alston Avenue
Pointe-Claire, QC H9R 6B4
Manufacturer
San Feng (Cambodia) Company Limited
Manhattan (Svay Rieng) Special Economic Zone, 
Sangkat Bavet, Krong Bavet, Svay Rieng, Cambodia.
 
Nienmade Enterprise Co. Ltd
23 F.-1, No.98, Shizheng N. 7th Rd. Xitun Dist., Taichung City 407, Taiwan (R.O.C.)
 
Nanjing Sunale Import and Export Corporation LTD
Suite 1301, Tower 2, 269 Jiangdong North Road
Nanjing 210036, China",Health Canada,consumer product recall,General public,,,,,,,,,
154,0,2022-08-15,"
4moms MamaRoo and RockaRoo infant swings and rockers recalled due to Non-Occupant Strangulation Hazard 
",4moms,"4moms MamaRoo  Baby Swing (models 4M-005, 1026, and 1037) and RockaRoo Baby Rocker (model 4M-012)",Consumer products - Strangulation hazard,2.0,Consumer product recall,Consumer product - Household items,"Distributor
Thorley Industries LLC (d.b.a. 4moms)
Pittsburgh, Pennsylvania
USA
Importer
Brands in Motion
Mississauga, Ontario
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
155,0,2022-08-10,"
ST. CHARLES Top-Down Bottom-Up Cordless Cellular Shade recalled due to potential strangulation and choking hazards to children
",,ST. CHARLES Top-Down Bottom-Up Cordless Cellular Shade,Consumer products - Choking hazard,43.0,Consumer product recall,Consumer product - Household items,"Distributor
Bed, Bath and Beyond Canada website
Importer
All Strong Industry USA, Inc.
Walnut, CA
USA  91789",Health Canada,consumer product recall,General public,,,,,,,,,
156,0,2022-08-10,"
Safdie & Co. Home – Premium Day & Night Zebra Roller Blind Dual Layer Shades recalled due to potential strangulation hazard
",,Safdie & Co. Home – Premium. Day & Night Zebra Roller Blind Dual Layer Shades,Consumer products - Strangulation hazard,3.0,Consumer product recall,Consumer product - Household items,"Importer
Safdie & Co. 
Mont-Royal, QC
Canada
Manufacturer
Suzhou China",Health Canada,consumer product recall,General public,,,,,,,,,
157,0,2022-08-10,"
Magic Resin Table Top & Art Epoxy Resin Product recalled due to improper labelling and lack of child-resistant packaging
",Magic Resin,Magic Resin Table Top & Art Epoxy Resin Products,Consumer products - Chemical hazard,2.0,Consumer product recall,Consumer product - Chemicals,"Importer
Magic Resin
Québec, Québec
CANADA
 
Manufacturer
US Composite
West Palm Beach, Florida
UNITED STATES OF AMERICA",Health Canada,consumer product recall,General public,,,,,,,,,
158,0,2022-08-09,"
For Living 1"" Light Filtering Cordless Blinds recalled due to strangulation and choking hazards
",,For Living 1” Light Filtering Cordless Blinds,Consumer products - Choking hazard,18.0,Consumer product recall,Consumer product - Household items,"Distributor
Canadian Tire Corporation 
Toronto, Ontario 
CANADA
Manufacturer
Qing Xi Town 
Dong Guan City, Guang Dong 
CHINA
Manufacturer
Whole Space Industries Co Ltd.
 Hai Duong
VIETNAM",Health Canada,consumer product recall,General public,,,,,,,,,
159,0,2022-08-09,"
Silicone Baby Mirror Toy Bear Activity Toy recalled due to Laceration Hazard 
",Konges Sløjd,Konges Sløjd Silicone Baby Mirror Toy Bear Activity Toy,Consumer products - Laceration hazard,4.0,Consumer product recall,Consumer product - Toys and games,"Manufacturer
Konges Sløjd A/S
Copenhagen
DENMARK",Health Canada,consumer product recall,"Children, pregnant or breast feeding women",,,,,,,,,
160,0,2022-08-05,"
Art Coat Resin Kit recalled due to lack of appropriate labelling and child-resistant packaging
",,"Stone Coat Countertops Art Coat Resin Kit (1/2 gallon, 1 gallon, 2 gallon) ",Consumer products - Chemical hazard,4.0,Consumer product recall,Consumer product - Chemicals,"Distributor
Stone Coat Countertops (under our parent company, Polytek Development Corp)
Importer
Polytek Development Corp
2612 Kersten Ct
Kalamazoo, MI, 49048, US
Manufacturer
Polytek Development Corp
55 Hilton St
Easton, PA, 18042, US",Health Canada,consumer product recall,General public,,,,,,,,,
161,0,2022-08-05,"
Primal Patties for Dogs Beef Formula recalled due to Listeria monocytogenes
",,Primal Patties for Dogs – Beef Formula,Consumer products - Microbial hazard,2.0,Consumer product recall,Consumer product - Pet Care/Food,"Manufacturer
 
Primal Pet Foods, Inc. 
Fairfield
California
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
162,0,2022-08-05,"
Updated: Vortex Cannabis Inc. recalls one lot of VORTEX 10 SOUR THC JELLY DROPS 10 MG THC PER DROP edible cannabis and one lot of VORTEX 10 MIXED BERRY JELLY DROPS 10MG THC edible cannabis (Updated on 2022-08-05)
",,"VORTEX 10 SOUR THC JELLY DROPS 10 MG THC PER DROP edible cannabis, Lot FP-22MA-005, VORTEX 10 MIXED BERRY JELLY DROPS 10MG THC edible cannabis, Lot FP-22FE-011",Cannabis - Labelling and packaging,3.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Vortex Cannabis Inc.
Quebec
Canada
Tel: 514-606-1884
Website: http://vortexcannabis.com/
Distributor
Ontario Cannabis Store
Ontario
Canada
Tel: 1-888-910-0627
Website: https://ocs.ca/",Health Canada,consumer product recall,General public,,,,,,,,,
163,0,2022-08-04,"
DEWALT 12-inch Sliding Compound Miter Saws recalled due to Laceration Hazard 
",,DEWALT 12-inch Sliding Compound Miter Saws,Consumer products - Laceration hazard,4.0,Consumer product recall,Consumer product - Tools and accessories,"Importer
Stanley Black & Decker Canada Corporation
Mississauga
Ontario
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
164,0,2022-08-01,"
Cozy Flame CA Tabletop Fire Pits recalled due to due to lack of appropriate labelling and hazard information 
",,Cozy Flame CA Tabletop Fire Pits,Consumer products - Burn hazard,5.0,Consumer product recall,Consumer product - Chemicals,"Importer
Avimelek Trade Agency
Winnipeg, MB
Manufacturer
Henkwell Machinery Manufacturing Co, Ltd
Anhui province, China",Health Canada,consumer product recall,General public,,,,,,,,,
165,0,2022-07-28,"
PIEPS and Black Diamond Avalanche Transceivers and Beacons recalled due to risk of search function loss during emergencies
",,PIEPS and Black Diamond Avalanche Transceivers and Beacons ,Consumer products - Injury hazard,11.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
Black Diamond Equipment Ltd.
Salt Lake City
Utah
UNITED STATES
Manufacturer
Pieps GMBH
Lebring
AUSTRIA",Health Canada,consumer product recall,General public,,,,,,,,,
166,0,2022-07-28,"
Powercom/Milcom Underwater Wireless Diver Units  recalled due to Fire Hazard 
",,Powercom/Milcom Underwater Wireless Diver Units,Consumer products - Fire hazard,1.0,Consumer product recall,Consumer product - Electronics,"Manufacturer/Distributor
Undersea Systems Inc, dba Ocean Technology Systems
Santa Ana
California 
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
167,0,2022-07-28,"
Aesop Post-Poo Drops and various Aesop Oil Burner Blends recalled due to lack of child-resistant packaging and hazard labelling
",,Aesop Post-Poo Drops and Various Aesop Oil Burner Blends,Consumer products - Aspiration hazard,10.0,Consumer product recall,Consumer product - Chemicals,"Distributor
Aesop Canada Inc.
Manufacturer
Emeis Cosmetics Pty Ltd (trading as Aesop)",Health Canada,consumer product recall,General public,,,,,,,,,
168,0,2022-07-28,"
NUK First Choice Glass Baby Bottles Recalled due to Lead in Excess of Allowable Limit 
",,NUK First Choice 240 mL Glass Baby Bottles,Consumer products - Chemical hazard,3.0,Consumer product recall,Consumer product - Other,"Distributor
Amazon.com (through seller Direct Care)
Importer
Direct Care Ltd. of Birmingham, Great Britain
Manufacturer
Mapa GmbH of Zeven, Germany",Health Canada,consumer product recall,General public,,,,,,,,,
169,0,2022-07-28,"
Expanded Recall: Daikin Comfort Technologies Manufacturing Expands Recall of Evaporator Coil Drain Pans to Include Those Installed with Non-Condensing Gas Furnaces due to Fire Hazard 
",,Evaporator Coil Drain Pans,Consumer products - Fire hazard,3.0,Consumer product recall,Consumer product - Appliances,"Manufacturer
Daikin Comfort Technologies Manufacturing, L.P. (formerly Goodman Manufacturing Company, L.P.)
Houston, Texas
United States",Health Canada,consumer product recall,General public,,,,,,,,,
170,0,2022-07-28,"
Kidoozie Brand Play Tents recalled due to Potential Flammability Hazard 
",,Kidoozie Brand Play Tents,Consumer products - Flammability hazard,8.0,Consumer product recall,Consumer product - Toys and games,"Manufacturer
Epoch Everlasting Play LLC
Pine Brook, New Jersey
USA",Health Canada,consumer product recall,General public,,,,,,,,,
171,0,2022-07-27,"
Health Canada warns LIKCO Baby Walker may pose an injury hazard
",LIKCO,LIKCO Baby Walker Interactive Baby Walker with Music 4 Height Adjustable (Green) Anti-Rollover Child Walker for 6-24 month babies.,Consumer products - Injury hazard,1.0,Consumer product advisory,Consumer product - Household items,"Distributor
Chun Yan Bai Huo
China
Distributor
HanDingWangLuoKeJi
China",Health Canada,consumer product advisory,"Children, pregnant or breast feeding women",,,,,,,,,
172,0,2022-07-27,"
Purileaf Brands Corporation recalls eight lots of NightNight Pomegranate Sunset CBN+CBD Shot edible cannabis due to potential presence of dangerous bacteria
",,"NightNight Pomegranate Sunset CBN+CBD Shot edible cannabis, Lots 32004, 32003, 32002, 32001, 31005, 31004, 31003, 31002",Cannabis - Microbial hazard,2.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Purileaf Brands Corporation
Ontario
Canada
Tel.: 1-877-268-3528
Website: https://www.purileaf.ca/
Distributor
Alberta Gaming, Liquor & Cannabis
Alberta
CANADA
Tel: 1-800-272-8876
Website: https://aglc.ca/
Ontario Cannabis Store
Ontario
CANADA
Tel: 1-888-910-0627
Website: https://ocs.ca/
Open Fields
Saskatchewan
CANADA
Tel: 1-306-371-8821
Website: https://openfields.ca/
PEI Cannabis Management Corporation
Prince Edward Island
CANADA
Tel: 902-368-5551
Website: https://peicannabiscorp.com/",Health Canada,consumer product recall,General public,,,,,,,,,
173,0,2022-07-20,"
The Better Shade Shroud Model #SHROUD002 recalled due to choking hazard to children 
",,The Better Shade Shroud Model #SHROUD002 ,Consumer products - Choking hazard,1.0,Consumer product recall,Consumer product - Household items,"Distributor
Interiors by Better Shade
469 Glendale Avenue 
St Catharines, Ontario 
L2P 3Y2
Manufacturer
Interiors by Better Shade
469 Glendale Avenue 
St Catharines, Ontario 
L2P 3Y2",Health Canada,consumer product recall,General public,,,,,,,,,
174,0,2022-07-18,"
Petilou Sensory Shapes by Le Toy Van recalled due to potential choking hazard 
",,Petilou Sensory Shapes (PL089) by Le Toy Van  ,Consumer products - Choking hazard,3.0,Consumer product recall,Consumer product - Toys and games,"Distributor
Presse Commerce Distribution,
Saint-Laurent, QC
Canada
Importer
Presse Commerce Distribution
Saint-Laurent, QC
Canada
Manufacturer
Le Toy Van Ltd
Surrey, England",Health Canada,consumer product recall,General public,,,,,,,,,
175,0,2022-07-18,"
Player’s, Player’s Smooth and Player’s Original, Regular Size, 20 and 25 cigarettes recalled due to Fire Hazard 
",,"Player’s, Player’s Smooth and Player’s Original, Regular Size, 20 and 25 cigarettes ",Consumer products - Fire hazard,23.0,Consumer product recall,Consumer product - Vaping and tobacco products,"Distributor
Imperial Tobacco Canada Limited
Montreal, Quebec
Canada
Manufacturer
British American Tobacco Mexico, S.A. DE C.V.
Mexico",Health Canada,consumer product recall,General public,,,,,,,,,
176,0,2022-07-15,"
Health Canada warns consumers that Fisher-Price Infant-to-Toddler and Newborn-to-Toddler Rockers should not be used for sleep
",,Fisher-Price Infant-to-Toddler and Newborn-to-Toddler Rockers ,Consumer products - Injury hazard,1.0,Public advisory,Consumer product - Household items,,Health Canada,public advisory,"Children, pregnant or breast feeding women",,,,,,,,,
177,0,2022-07-14,"
Cabela’s Outfitter and Big Horn tents recalled due to smoke inhalation hazard
",,Cabela’s Outfitter and Big Horn tents,Consumer products - Injury hazard,7.0,Consumer product recall,Consumer product - Outdoor living,"Distributors

Westfield Outdoor Inc.
Indianapolis, IN
United of States
Importer

Bass Pro Shops Canada ULC
Vancouver, British Columbia

Cabela’s Retail Canada ULC
Halifax, Nova Scotia",Health Canada,consumer product recall,General public,,,,,,,,,
178,0,2022-07-13,"
Cyme-Tech Low Profile Murphy Bed recalled due to tip-over and entrapment hazards
",,"Cyme-Tech Low Profile Murphy Bed Part numbers S214, S215, S234 and S235.",Consumer products - Entrapment hazard,5.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor
Importer
Manufacturer
Cyme-Tech",Health Canada,consumer product recall,General public,,,,,,,,,
179,0,2022-07-13,"
Vichy LiftActiv Peptide-C Ampoules, 1.8ml recalled due to laceration hazard
",,"Vichy LiftActiv Peptide-C Ampoules, 1.8ml",Consumer products - Laceration hazard,5.0,Consumer product recall,Consumer product - Beauty and personal care,"Distributor
Vichy Canada
Montreal
Quebec
Canada
Importer
Vichy Canada
Montreal
Quebec
Canada
Manufacturer
Cosmétique Active Internationale
Paris
France",Health Canada,consumer product recall,General public,,,,,,,,,
180,0,2022-07-12,"
Arlo Blinds Cordless Lift Bamboo Shade recalled due to potential strangulation hazard to children  
",,Arlo Blinds Cordless Lift Bamboo Shade ,Consumer products - Strangulation hazard,5.0,Consumer product recall,Consumer product - Household items,"Distributor
Wayfair LLC
Boston, Massachusetts
United States
Distributor
Overstock
Midvale, Utah
United States
Manufacturer
Payless Décor LLC 
Norcross, Georgia
United States",Health Canada,consumer product recall,General public,,,,,,,,,
181,0,2022-07-07,"
John Deere Lawn Tractors recalled due to injury hazard
",,John Deere Lawn Tractors ,Consumer products - Injury hazard,6.0,Consumer product recall,Consumer product - Other,"Distributor
John Deere Canada ULC
Grimsby, ON
CANADA
Manufacturer
Deere & Company
Moline, Illinois
USA",Health Canada,consumer product recall,General public,,,,,,,,,
182,0,2022-07-07,"
Scholastic Canada The Shake Look Touch book recalled due to choking hazard 
",,Scholastic Canada Ltd. The Shake Look Touch book ,Consumer products - Choking hazard,3.0,Consumer product recall,Consumer product - Toys and games,"Importer
Scholastic Canada Ltd.

Markham, ON 
Manufacturer
HongKong The Great International Group Co., Ltd.

Shenzhen, China",Health Canada,consumer product recall,General public,,,,,,,,,
183,0,2022-07-05,"
PADERNO 1.7 Qt Glass Square Baking Dish with Lid recalled due to Injury Hazards 
",,PADERNO 1.7 Qt Glass Square Baking Dish with Lid,Consumer products - Injury hazard,1.0,Consumer product recall,Consumer product - Household items,"Distributor
Canadian Tire Corporation Limited
Toronto
Ontario
CANADA
Manufacturer
Shijiazhuang Far East Import F.O.B.
Qingdao 
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
184,0,2022-07-05,"
Horizontal Venetian Slat Light Filtering Mini Window Blinds recalled due to potential strangulation and choking hazards to children
",,Horizontal Venetian Slat Light Filtering Mini Window Blinds,Consumer products - Choking hazard,3.0,Consumer product recall,Consumer product - Household items,"Distributor
Wayfair LLC
Boston, Massachusetts
United States
Manufacturer
Ningbo Quanying E-commerce Co., Ltd.
Ningbo, Zhejiang
China",Health Canada,consumer product recall,General public,,,,,,,,,
